gene_1,gene_2,score
RPL35,POLR1A,928
RPL35,RPS19,999
RPL35,RPL15,999
RPL35,RPSA,999
RPL35,ATP5F1A,879
RPL35,RPS9,999
RPL35,RPS23,999
RPL35,RPL38,999
RPL35,RPL17,996
RPL35,RPL39,998
RPL35,RPL13A,999
RPL35,EPRS1,847
RPL35,RPS14,999
RPL35,EEF1D,945
RPL35,RPL12,999
RPL35,NGB,987
RPL35,NOC3L,878
RPL35,RPS15A,998
RPL35,EIF5A,993
RPL35,RPS3A,999
RPL35,RPS13,999
RPL35,RPS27A,999
RPL35,RPS3,999
RPL35,RPL29,999
RPL35,RPL22,999
RPL35,RPL27,999
RPL35,TPT1,879
RPL35,NPSR1,948
RPL35,FAU,999
RPL35,GSPT1,916
RPL35,RPL36A,995
RPL35,RPLP0,999
RPL35,RPL32,999
RPL35,RPL3,999
RPL35,RPL31,999
RPL35,RPL28,999
RPL35,RPS27,999
RPL35,RPL35A,999
RPL35,RPL37,999
RPL35,GNL3,826
RPL35,RPS11,999
RPL35,POLR3A,929
RPL35,RPL41,764
RPL35,RPL14,999
RPL35,RPL21,999
RPL35,RPS29,999
RPL35,METAP2,895
RPL35,RPS26,999
RPL35,PKM,855
RPL35,SRP19,903
RPL35,EEF2,999
RPL35,NOP2,828
RPL35,RRP1B,867
CTSV,BCL2L1,902
CTSV,BCL2,926
CTSV,CTSL,815
ENPP2,LPAR6,740
ENPP2,LPAR3,795
ENPP2,LPAR2,802
ENPP2,LPAR4,764
ENPP2,LPAR1,917
CCL21,CXCL12,999
CCL21,CCR4,713
CCL21,CCR5,981
CCL21,CCR2,944
CCL21,CXCL8,879
CCL21,CCR3,864
CCL21,LAP3,999
CCL21,CCL25,931
CCL21,CXCR1,943
CCL21,CX3CR1,982
CCL21,CCL28,997
CCL21,CXCR3,997
CCL21,CXCL13,991
CCL21,CD8A,862
CCL21,CCR9,992
CCL21,XCR1,806
CCL21,SELL,932
CCL21,CSF2,798
CCL21,CXCL1,831
CCL21,CCL5,999
CCL21,CCR1,945
CCL21,CCL18,729
CCL21,CCL20,728
CCL21,CXCR2,939
CCL21,CXCR5,997
CCL21,CCR6,891
CCL21,SRC,757
CCL21,CXCL10,999
CCL21,CXCL2,999
CD72,PTPN6,990
CD72,CD79B,801
CD72,FCGR2B,845
CD72,CD19,780
CD72,SEMA4D,999
CD72,CD5,994
RIPOR2,EZR,800
RIPOR2,FAU,806
RIPOR2,RHOA,905
GMPR,LINC00473,911
GMPR,GMPS,992
GMPR,ADSS2,971
GMPR,PDE5A,910
GMPR,AMPD3,958
GMPR,APRT,957
GMPR,PDE6B,908
GMPR,NT5C2,928
GMPR,PDE6D,916
GMPR,NT5C3A,920
GMPR,PDE6H,900
GMPR,PDE2A,908
GMPR,PDE6G,900
GMPR,ITPA,934
GMPR,PDE6C,908
GMPR,IMPDH2,930
GMPR,AMPD2,956
GMPR,PDE3B,910
GMPR,ENPP3,903
GMPR,PDE1C,904
GMPR,PDE9A,907
GMPR,IMPDH1,930
GMPR,AMPD1,954
GMPR,HPRT1,943
GMPR,ASL,782
GMPR,PDE1A,915
GMPR,PDE3A,907
GMPR,EPHX2,859
RIPK1,TNFAIP3,992
RIPK1,TBK1,979
RIPK1,CFLAR,999
RIPK1,IRF3,780
RIPK1,CASP6,800
RIPK1,TLR3,998
RIPK1,TLR4,962
RIPK1,MYD88,893
RIPK1,TNFRSF25,706
RIPK1,USP2,766
RIPK1,FASLG,799
RIPK1,RIGI,915
RIPK1,BIRC3,999
RIPK1,PCSK1,881
RIPK1,NOX1,826
RIPK1,NFKB2,752
RIPK1,FADD,999
RIPK1,DIABLO,727
RIPK1,FAS,966
RIPK1,IFNB1,972
RIPK1,MAP2K7,920
RIPK1,IKBKG,999
RIPK1,RPS27A,758
RIPK1,IKBKE,750
RIPK1,SQSTM1,997
RIPK1,MAP2K6,917
RIPK1,MAPKAPK2,742
RIPK1,RELA,784
RIPK1,TLR7,725
RIPK1,BIRC2,999
RIPK1,HSP90AB1,972
RIPK1,CASP10,996
RIPK1,HSP90AA1,988
RIPK1,CASP8,999
RIPK1,MAP2K3,919
RIPK1,CASP3,908
RIPK1,GAPDH,946
RIPK1,MLKL,996
RIPK1,UBE2N,875
RIPK1,CASP1,893
RIPK1,CASP7,744
RIPK1,XIAP,988
RIPK1,TNF,999
RIPK1,TNFRSF10B,995
RIPK1,CHUK,998
RIPK1,NLRP3,888
RIPK1,ATG5,897
RIPK1,IKBKB,987
TUBB2B,TUBA1A,997
TUBB2B,MAPT,994
TUBB2B,KIF1A,939
TUBB2B,KIF5B,934
TUBB2B,GJA1,941
TUBB2B,KIF11,974
TUBB2B,DYNC2H1,738
TUBB2B,TUBB2A,933
TUBB2B,TUBA1B,998
TUBB2B,TUBA3E,970
TUBB2B,CCT3,710
TUBB2B,DCX,950
TUBB2B,TUBA3D,962
TUBB2B,TUBA3C,708
TUBB2B,EML1,731
TUBB2B,TUBA1C,971
PSORS1C2,CDSN,739
PSORS1C2,CCHCR1,778
C6orf15,HLA-C,762
C6orf15,RBP4,890
C6orf15,ELF1,834
PSORS1C1,CDSN,946
PSORS1C1,HLA-C,772
POU5F1,CTNNB1,999
POU5F1,FGF2,931
POU5F1,PKM,969
POU5F1,TCF19,710
POU5F1,KIT,707
POU5F1,NR2F2,703
POU5F1,H3C2,810
POU5F1,ALDH1A1,738
POU5F1,YAP1,853
POU5F1,KLF4,994
POU5F1,PRL,875
POU5F1,DNMT3B,830
POU5F1,ENG,707
POU5F1,TBXT,868
POU5F1,GATA4,797
POU5F1,AKT1,750
POU5F1,CD34,723
POU5F1,TEAD4,718
POU5F1,KDM1A,774
POU5F1,ABCG2,723
POU5F1,EPAS1,955
POU5F1,AFP,758
POU5F1,YY1,917
POU5F1,SMAD2,928
POU5F1,SMAD3,962
POU5F1,EWSR1,755
POU5F1,FOXO1,718
POU5F1,HDAC1,896
POU5F1,SRY,700
POU5F1,CDH1,852
POU5F1,GATA6,814
POU5F1,ESRRB,905
POU5F1,SMAD4,720
POU5F1,EOMES,825
POU5F1,TP53,824
POU5F1,EZH2,736
POU5F1,STAT3,946
POU5F1,NR0B1,797
POU5F1,CDX2,923
POU5F1,FUT4,776
POU5F1,SMARCA4,818
POU5F1,CD44,819
POU5F1,THY1,738
POU5F1,SIN3A,856
POU5F1,GAPDH,818
POU5F1,PROM1,846
POU5F1,MYC,956
POU5F1,CRIPTO,863
HLA-F,IGH,953
HLA-F,TAPBP,959
HLA-F,HLA-DMA,970
HLA-F,KLRD1,896
HLA-F,HLA-B,982
HLA-F,HLA-C,990
HLA-F,KIR3DL2,993
HLA-F,HLA-DRB1,940
HLA-F,CD8B2,901
HLA-F,HLA-G,978
HLA-F,HLA-DRA,945
HLA-F,PSMB9,723
HLA-F,HLA-A,996
HLA-F,KIR2DL3,847
HLA-F,HLA-DPB1,931
HLA-F,HLA-DQB1,738
HLA-F,CD8A,948
HLA-F,CALR,949
HLA-F,KLRC1,965
HLA-F,HLA-DMB,937
HLA-F,HLA-E,997
HLA-F,B2M,999
HLA-F,STAT1,746
HLA-F,HLA-DOB,929
HLA-F,GABBR1,767
TLR2,SYK,701
TLR2,CD36,996
TLR2,CCR2,764
TLR2,CD86,805
TLR2,SNCA,906
TLR2,NLRP3,849
TLR2,CX3CR1,741
TLR2,HSPA1B,998
TLR2,LAP3,894
TLR2,CD40LG,753
TLR2,CD44,874
TLR2,TNF,951
TLR2,IL1B,969
TLR2,HSPD1,976
TLR2,IRAK1,962
TLR2,CASP1,809
TLR2,IRAK4,935
TLR2,IL13,702
TLR2,ICAM1,714
TLR2,IL18,847
TLR2,IL1A,870
TLR2,CCL4,763
TLR2,CXCR2,832
TLR2,HSP90AA1,982
TLR2,FNZ,917
TLR2,S100A9,861
TLR2,SOCS3,732
TLR2,CCL3,787
TLR2,BGN,989
TLR2,ITGAM,893
TLR2,CXCL10,902
TLR2,HSP90AB1,982
TLR2,IL17A,766
TLR2,HSPA4,992
TLR2,ATG16L1,773
TLR2,RELA,956
TLR2,ITGB2,791
TLR2,IL6,942
TLR2,CXCL2,774
TLR2,FCER1G,715
TLR2,FCGR2A,785
TLR2,HSPA9,914
TLR2,VCAN,923
TLR2,CXCL8,883
TLR2,IL10,956
TLR2,FCGR2B,727
TLR2,AKT1,704
TLR2,EGFR,933
TLR2,MMP9,802
TLR2,TLR9,961
TLR2,IL1R1,867
TLR2,IFNB1,910
TLR2,C5AR1,922
TLR2,VDAC1,788
TLR2,SCARB1,996
TLR2,IL33,814
TLR2,VCAM1,723
TLR2,ALB,733
TLR2,TIRAP,999
TLR2,CD8A,748
TLR2,HSPA8,953
TLR2,ERVW-1,700
TLR2,CCL5,739
TLR2,CXCL1,879
TLR2,CD163,835
TLR2,CD80,749
TLR2,HSPA1L,910
TLR2,C3AR1,753
TLR2,FCGR3A,777
TLR2,CSF2,798
TLR2,RIGI,743
TLR2,DEFB4A,758
TLR2,TLR8,893
TLR2,HMGB1,998
TLR2,CD14,992
TLR2,CD47,783
TLR2,AGER,814
TLR2,TLR5,982
TLR2,ENO1,709
TLR2,CD40,911
TLR2,HSP90B1,977
TLR2,NOD2,983
TLR2,MYD88,999
TLR2,LY96,997
TLR2,PTGS2,756
TLR2,S100A8,858
TLR2,ITGAX,763
TLR2,TLR4,999
TLR2,PTPRC,712
TLR2,CSF1R,765
TLR2,CYBB,786
TLR2,MSR1,732
TLR2,TLR3,854
TLR2,IRF3,876
TLR2,IFNA13,792
TPP1,FXN,736
TPP1,BNIP2,737
GGH,TPMT,873
GGH,DHFR,966
GGH,FPGS,976
GGH,SLC19A1,931
GGH,TYMS,708
USP2,RPS27A,971
USP2,FASN,746
USP2,MDM4,819
HTR3B,HTR1E,723
HTR3B,GRIN3A,721
HTR3B,HTR3E,813
HTR3B,HTR3A,999
HTR3B,HTR3C,982
HTR3B,HTR3D,986
MMP7,LAMA3,701
MMP7,FNZ,778
MMP7,CDH2,720
MMP7,HSPA4,713
MMP7,SPP1,941
MMP7,TP53,774
MMP7,CTAG1B,721
MMP7,CDH1,819
MMP7,MMP1,878
MMP7,CD44,973
MMP7,IL1B,742
MMP7,ELN,712
MMP7,FASLG,769
MMP7,MMP12,737
MMP7,CCR4,788
MMP7,CTNNB1,824
MMP7,HPX,716
MMP7,LAMB3,718
MMP7,PLAU,746
MMP7,MMP9,883
MMP7,LAMC2,753
MMP7,MMP3,787
MMP7,SDC1,751
FDX1,CYP2B7P,805
FDX1,MT-ND5,780
FDX1,NDUFS6,704
FDX1,CYP11B1,859
FDX1,CYP17A1,710
FDX1,CYP11B2,862
FDX1,MT-ND4,888
FDX1,MT-ND3,902
FDX1,CYB5A,700
FDX1,NDUFAB1,705
FDX1,NDUFV2,789
FDX1,STAR,946
FDX1,RFK,815
FDX1,PPIG,794
FDX1,NDUFS8,914
FDX1,CYP11A1,999
FDX1,NDUFS2,900
FDX1,FDXR,999
FDX1,MT-ND2,780
FDX1,NDUFV1,785
FDX1,METAP1D,719
FDX1,MT-ND4L,818
FDX1,MT-ND1,882
FDX1,NDUFS3,880
FDX1,POR,748
FDX1,FXN,912
MMP13,IL1B,823
MMP13,TNF,712
MMP13,HSPG2,840
MMP13,RUNX2,945
MMP13,ELN,714
MMP13,COL2A1,862
MMP13,CBFB,794
MMP13,FNZ,744
MMP13,IL6,757
MMP13,COL18A1,810
MMP13,CTSO,765
MMP13,CXCL8,732
MMP13,MMP16,802
MMP13,TNFSF11,747
MMP13,PRSS1,765
MMP13,ADAMTS5,899
MMP13,A2M,786
MMP13,MMP14,828
MMP13,PLG,913
MMP13,ADAMTS4,902
MMP13,COL10A1,936
THBS1,BGN,779
THBS1,FGB,801
THBS1,ITGA1,758
THBS1,FNZ,999
THBS1,CCN2,749
THBS1,ITGA2B,940
THBS1,COL18A1,864
THBS1,PTK2,764
THBS1,IL6,772
THBS1,FGG,795
THBS1,ELANE,895
THBS1,KDR,873
THBS1,EP300,706
THBS1,TP53,720
THBS1,SPP1,731
THBS1,CD44,767
THBS1,CALR,988
THBS1,ITGA5,812
THBS1,CD36,997
THBS1,HSPG2,841
THBS1,ITGA9,850
THBS1,FGA,903
THBS1,ITGB5,859
THBS1,EFNB2,885
THBS1,ITGA4,738
THBS1,ITGA11,749
THBS1,CD47,999
THBS1,FGF2,841
THBS1,COL4A1,774
THBS1,PLG,879
THBS1,TGFB2,892
THBS1,ITGB7,734
THBS1,COL6A1,778
THBS1,ANGPT1,716
THBS1,PDGFB,741
THBS1,SIRPA,756
THBS1,EGFR,708
THBS1,FBN1,801
THBS1,PLAU,738
THBS1,ITGAV,981
THBS1,MMP9,997
THBS1,ITGB3,984
THBS1,VCAN,778
THBS1,CXCL8,713
THBS1,ITGA2,870
THBS1,COL6A2,784
THBS1,ITGB6,775
THBS1,ITGB1,989
THBS1,VWF,771
THBS1,SDC1,989
THBS1,SCARB1,994
NDUFAF1,NDUFC1,979
NDUFAF1,NDUFS1,999
NDUFAF1,NDUFAB1,985
NDUFAF1,NDUFV2,985
NDUFAF1,NDUFB3,984
NDUFAF1,MT-ND6,899
NDUFAF1,NDUFC2,975
NDUFAF1,NDUFA13,999
NDUFAF1,NDUFAF2,959
NDUFAF1,NUBPL,750
NDUFAF1,NDUFA4,963
NDUFAF1,MT-ND4,980
NDUFAF1,MT-ND3,995
NDUFAF1,NDUFA12,999
NDUFAF1,NDUFB2,977
NDUFAF1,NDUFB8,983
NDUFAF1,NDUFB11,999
NDUFAF1,NDUFA6,985
NDUFAF1,NDUFS6,987
NDUFAF1,NDUFA5,979
NDUFAF1,MT-ND5,988
NDUFAF1,NDUFA9,976
NDUFAF1,NDUFA7,978
NDUFAF1,NDUFS4,985
NDUFAF1,NDUFAF3,999
NDUFAF1,NDUFA1,984
NDUFAF1,NDUFA11,976
NDUFAF1,NDUFA3,978
NDUFAF1,NDUFB9,985
NDUFAF1,MT-ND1,996
NDUFAF1,NDUFS3,999
NDUFAF1,NDUFV1,987
NDUFAF1,MT-ND4L,904
NDUFAF1,MT-ND2,997
NDUFAF1,NDUFV3,978
NDUFAF1,NDUFB10,985
NDUFAF1,NDUFS2,989
NDUFAF1,NDUFS5,999
NDUFAF1,NDUFA8,995
NDUFAF1,NDUFAF4,988
NDUFAF1,NDUFS8,986
NDUFAF1,NDUFB6,987
NDUFAF1,NDUFB1,949
ADAM10,EFNA5,791
ADAM10,PSENEN,819
ADAM10,BAX,736
ADAM10,EFNA3,750
ADAM10,PSEN2,790
ADAM10,EPHA1,839
ADAM10,NOTCH1,924
ADAM10,CD34,756
ADAM10,EFNA1,761
ADAM10,C8A,720
